Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow IAT Mean,Fwd IAT Mean,Bwd IAT Mean,Fwd Packets/s,Bwd Packets/s,SYN Flag Count,ACK Flag Count,PSH Flag Count,FIN Flag Count,Packet Length Mean,Min Packet Length,Max Packet Length,Flow Bytes/s,Flow Packets/s,Down/Up Ratio,anomaly,anomaly_score
0.0,-0.942416640284816,-1.2283845372799884,-0.8646552081126646,-0.8266121868040985,-0.8482797617247858,0.0,0.0,0.0,-0.4173035980128851,-1.0237079543118237,1.881278459429108,-1.0708539498464642,-1.2700147376003803,-0.9169012840005024,-0.8719092096988579,0.0,0.0,0.1725324020798115,-0.7966487653249735,0.8959018896182175,1.8820354513672164,-1.0695170718607276,0,0.1033188152391305
0.0,-0.921580719499831,-0.8504200642707612,-0.8646552081126646,-0.785336632509637,-0.8482797617247858,0.0,0.0,0.0,-0.3452880103605343,-1.0237079543118237,-0.2168802773931707,-1.0708539498464642,-1.2700147376003803,-0.9169012840005024,-0.8719092096988579,0.0,0.0,0.1725324020798115,-0.7966487653249735,-0.3375564111560344,-0.2304191370832986,-1.0695170718607276,0,0.08691943046825568
0.0,-0.942416640284816,-1.2283845372799884,-0.8646552081126646,-0.8240953847129728,-0.8482797617247858,0.0,0.0,0.0,-0.4173035980128851,-1.0237079543118237,1.881278459429108,-1.0708539498464642,-1.2700147376003803,-0.9169012840005024,-0.8719092096988579,0.0,0.0,0.3015285905506987,-0.7932330619605017,0.9846950138456658,1.8820354513672164,-1.0695170718607276,0,0.08256300227828517
0.0,-0.942416640284816,-1.2283845372799884,-0.8646552081126646,-0.7777862262362599,-0.8482797617247858,0.0,0.0,0.0,-0.4173035980128851,-1.0237079543118237,1.881278459429108,-1.0708539498464642,-1.2700147376003803,-0.9169012840005024,-0.8719092096988579,0.0,0.0,2.6750584584150223,-0.7303841200542198,2.618488499630716,1.8820354513672164,-1.0695170718607276,0,0.03365759242338484
0.0,-0.942416640284816,-1.2283845372799884,-0.8646552081126646,-0.8266121868040985,-0.8482797617247858,0.0,0.0,0.0,-0.4173035980128851,-1.0237079543118237,1.881278459429108,-1.0708539498464642,-1.2700147376003803,-0.9169012840005024,-0.8719092096988579,0.0,0.0,0.1725324020798115,-0.7966487653249735,0.8959018896182175,1.8820354513672164,-1.0695170718607276,0,0.1033188152391305
0.0,-0.919280962434826,-0.8504200642707612,-0.8646552081126646,-0.785336632509637,-0.8482797617247858,0.0,0.0,0.0,-0.3379472529758374,-1.0237079543118237,-0.2519303339227175,-1.0708539498464642,-1.2700147376003803,-0.9169012840005024,-0.8719092096988579,0.0,0.0,0.1725324020798115,-0.7966487653249735,-0.3581615171521868,-0.2657080079594027,-1.0695170718607276,0,0.09741668178541413
0.0,-0.8969375266208011,-0.472455591261534,-0.8646552081126646,-0.7440610782151755,-0.8482797617247858,0.0,0.0,0.0,-0.3168529716181475,-1.0237079543118237,-0.3241385217840749,-1.0708539498464642,-1.2700147376003803,-0.9169012840005024,-0.8719092096988579,0.0,0.0,0.1725324020798115,-0.7966487653249735,-0.4006110168675185,-0.3384081879288372,-1.0695170718607276,0,0.09432567446095247
0.0,-0.872343702408642,-0.0944911182523068,-0.8646552081126646,-0.7027855239207139,-0.8482797617247858,0.0,0.0,0.0,-0.3027142439183402,-1.0237079543118237,-0.35765585273938,-1.0708539498464642,-1.2700147376003803,-0.9169012840005024,-0.8719092096988579,0.0,0.0,0.1725324020798115,-0.7966487653249735,-0.4203150694547087,-0.3721538899706109,-1.0695170718607276,0,0.07969112430278497
0.0,-0.942416640284816,-1.2283845372799884,-0.8646552081126646,-0.7838265512549616,-0.8482797617247858,0.0,0.0,0.0,-0.4173035980128851,-1.0237079543118237,1.881278459429108,-1.0708539498464642,-1.2700147376003803,-0.9169012840005024,-0.8719092096988579,0.0,0.0,2.365467606084893,-0.7385818081289522,2.40538500148484,1.8820354513672164,-1.0695170718607276,0,0.04413837032916501
0.0,-0.942416640284816,-1.2283845372799884,-0.8646552081126646,-0.8346659534957008,-0.8482797617247858,0.0,0.0,0.0,-0.4173035980128851,-1.0237079543118237,1.881278459429108,-1.0708539498464642,-0.2279513631590426,-0.9169012840005024,-0.8719092096988579,0.0,0.0,-0.2402554010270273,-0.8075790160912835,0.6117638920903827,1.8820354513672164,-1.0695170718607276,0,0.021638299565701513
0.0,-0.8092299758715482,-1.2283845372799884,-0.5933908290969266,-0.8346659534957008,-0.6940603542389678,0.0,0.0,0.0,-0.4173035980128851,0.1788732560766432,-0.5641023207943537,1.7612337434963248,0.8141120112822952,-0.7624758045898914,-0.8719092096988579,0.0,0.0,-0.2402554010270273,-0.8075790160912835,-0.5303232496984583,-0.5481088830813641,0.9601792633282276,1,-0.00019395490607510002
0.0,-0.7917946083554674,-0.8504200642707612,-0.5933908290969266,-0.8074844909115433,-0.6940603542389678,0.0,0.0,0.0,-0.3616504141196145,0.1788732560766432,-0.5396718106948485,1.4371164459783878,0.8141120112822952,-0.6080503251792805,-0.8719092096988579,0.0,0.0,-0.5498462533571565,-0.8075790160912835,-0.5228928467056106,-0.5271624824821698,-0.05466890426625,0,0.04113649587844215
0.0,-0.7169352531590043,-0.472455591261534,-0.5933908290969266,-0.3942255875487025,-0.6940603542389678,0.0,0.0,0.0,-0.2209022251229057,0.1788732560766432,-0.5393471864703046,0.6107990772560417,0.8141120112822952,-0.4536248457686695,-0.5095573303434884,0.0,0.0,-0.5498462533571565,-0.2918078080560352,-0.424490498593743,-0.5361425461559289,-0.3929516267977426,0,0.051300655968695374
0.0,-0.6881080657627834,-0.472455591261534,-0.3221264500811888,-0.3942255875487025,-0.5632075236449404,0.0,0.0,0.0,-0.2209022251229057,-0.293937390876635,-0.5457015369318746,1.9137734797833224,0.8141120112822952,-0.2991993663580586,-0.5095573303434884,0.0,0.0,-0.5498462533571565,-0.2918078080560352,-0.4330796660732097,-0.5278646539164804,0.2836138182652424,0,0.029870455253529604
0.0,0.131666875716537,-0.472455591261534,-0.0508620710654508,-0.3942255875487025,0.1798496215140008,0.0,0.0,0.0,-0.2209022251229057,1.8985769776135768,-0.5838651895234402,-0.0053770202438306,0.8141120112822952,-0.1447738869474477,-0.1472054509881188,0.0,0.0,-0.5498462533571565,-0.2918078080560352,-0.5209686529402158,-0.5879039300385194,0.9601792633282276,0,0.05941882715771574
0.0,0.1451445217719142,-0.0944911182523068,-0.0508620710654508,-0.3670441249645449,0.1798496215140008,0.0,0.0,0.0,-0.2484924420553662,1.8985769776135768,-0.5800887037640324,-0.0185600698917474,0.8141120112822952,0.0096515924631631,-0.1472054509881188,0.0,0.0,-0.5498462533571565,-0.2918078080560352,-0.5199362462939802,-0.5842501951881717,0.4527551795309887,0,0.08758177293807312
0.0,0.2902596039792595,0.2834733547569204,-0.0508620710654508,-0.299593828922376,0.1798496215140008,0.0,0.0,0.0,-0.0969734315793437,1.8985769776135768,-0.5784712272396102,-0.1422667206529423,0.8141120112822952,0.1640770718737741,0.2151464283672506,0.0,0.0,-0.5498462533571565,-0.2918078080560352,-0.5213554979392827,-0.5840150190145764,0.1483007292526454,0,0.08961910275606655
0.0,0.3023425851955715,0.6614378277661476,-0.0508620710654508,-0.2321435328802071,0.1798496215140008,0.0,0.0,0.0,-0.1375056182694632,1.8985769776135768,-0.575209956651202,-0.1512681157593886,0.8141120112822952,0.318502551284385,0.5774983077226201,0.0,0.0,-0.5498462533571565,-0.2918078080560352,-0.5184388090085262,-0.5808329113489267,-0.05466890426625,0,0.10254515528124258
0.0,0.3179101714817561,0.6614378277661476,0.220402307950287,-0.2321435328802071,0.3107024521080282,0.0,0.0,0.0,-0.1375056182694632,1.2026973503111054,-0.5754637471072317,0.1401362084864682,0.8141120112822952,0.4729280306949959,0.5774983077226201,0.0,0.0,-0.5498462533571565,-0.2918078080560352,-0.5175955166736509,-0.5778063133533811,0.2836138182652424,0,0.10483561257817353
0.0,0.3293390178620464,0.6614378277661476,0.4916666869660249,-0.2321435328802071,0.4415552827020556,0.0,0.0,0.0,-0.1375056182694632,0.7777911901425254,-0.5756461160319801,0.4292987219512462,0.8141120112822952,0.6273535101056069,0.5774983077226201,0.0,0.0,-0.5498462533571565,-0.2918078080560352,-0.5166312967623308,-0.5747330569457747,0.6218965407967352,0,0.10563808978339961
0.0,0.3861047566508361,1.0394023007753748,0.4916666869660249,1.5502557080550168,0.4415552827020556,0.0,0.0,0.0,-0.1257068781438575,0.7777911901425254,-0.5732923069385281,0.3652825824906599,0.8141120112822952,0.7817789895162178,0.9398501870779896,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.4369245182881661,-0.5730842306562062,0.3802660247028118,0,0.06761196788665841
0.0,0.4209137808494113,1.0394023007753748,0.7629310659817629,1.5502557080550168,0.572408113296083,0.0,0.0,0.0,-0.1257068781438575,0.5292548062445687,-0.5738658608765379,0.6085639890110521,0.8141120112822952,0.9362044689268288,0.9398501870779896,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.4388136175395305,-0.5709215883594927,0.6702226440155196,0,0.09430852064929407
0.0,0.4293475947729522,1.0394023007753748,1.0341954449975008,1.5502557080550168,0.7032609438901104,0.0,0.0,0.0,-0.1257068781438575,0.3181426075365237,-0.5740004510240422,0.8764359115432211,0.8141120112822952,1.0906299483374395,0.9398501870779896,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.4383102272689605,-0.5680400258055359,0.9601792633282276,0,0.09858671775899025
0.0,0.442150535714445,1.0394023007753748,1.305459824013239,1.5502557080550168,0.8341137744841378,0.0,0.0,0.0,-0.1257068781438575,0.1646766515856947,-0.5742016355207817,1.1340670770326495,0.8141120112822952,1.2450554277480506,0.9398501870779896,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.4381990359463142,-0.5653408540702798,1.2501358826409354,0,0.07694316744393853
0.0,0.7723569781267202,1.0394023007753748,1.5767242030289763,1.5502557080550168,1.6309140464941974,0.0,0.0,0.0,-0.1257068781438575,0.3596778859555387,-0.5783535858388406,0.932496413863811,0.8141120112822952,1.3994809071586614,1.3022020664333591,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.4556012188595124,-0.5717914054478492,1.5400925019536436,0,0.06560859493848958
0.0,0.7827079419470263,1.0394023007753748,1.8479885820447144,1.5502557080550168,1.9720660691143403,0.0,0.0,0.0,-0.1257068781438575,0.230565948851436,-0.578458069334319,1.1417482964701025,0.8141120112822952,1.5539063865692724,1.6645539457887286,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.4536380068739288,-0.5695397748059109,1.8300491212663517,0,0.045952270865038836
0.0,0.7978600086203936,1.417366773784602,1.8479885820447144,1.5774371706391743,1.9720660691143403,0.0,0.0,0.0,-0.1500652295551189,0.230565948851436,-0.5761550936578165,1.1225029151571868,0.8141120112822952,1.7083318659798834,1.6645539457887286,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.4536158931015362,-0.5674378705138347,1.4676033471254664,0,0.05110387512165093
0.0,0.8171467011440808,1.7953312467938292,1.8479885820447144,1.6202228061883113,1.9720660691143403,0.0,0.0,0.0,-0.1660778128842759,0.230565948851436,-0.5739432285913195,1.0984849363824714,0.8141120112822952,1.8627573453904944,2.026905825144098,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.4533053154712502,-0.5654814518848574,1.1857010783492228,0,0.027241186027880393
0.0,1.474819624957374,1.7953312467938292,2.1192529610604525,1.6202228061883113,2.102918899708368,0.0,0.0,0.0,-0.1660778128842759,0.6494835897733169,-0.5798814990304868,0.666633475648992,0.8141120112822952,2.017182824801105,2.026905825144098,0.0,0.0,-0.5498462533571565,1.5663348222166475,-0.4816873193917262,-0.5763241714423656,1.4112228933702178,1,-0.03643206784134867
0.0,2.667940995581774,0.2834733547569204,-0.8646552081126646,-0.6615099696262524,-0.8482797617247858,0.0,0.0,0.0,4.194562028576826,-1.0237079543118237,-0.5898678581647385,-1.0708539498464642,-1.2700147376003803,-0.9169012840005024,-0.8719092096988579,0.0,0.0,0.1725324020798115,-0.7966487653249735,-0.5568270599941573,-0.605948077104911,-1.0695170718607276,1,-0.006283093618180802
0.0,2.705115601734513,0.6614378277661476,-0.8646552081126646,-0.6202344153317908,-0.8482797617247858,0.0,0.0,0.0,3.4654711765173616,-1.0237079543118237,-0.5887568459781187,-1.0708539498464642,-1.2700147376003803,-0.9169012840005024,-0.8719092096988579,0.0,0.0,0.1725324020798115,-0.7966487653249735,-0.5561739219928242,-0.6048294950118307,-1.0695170718607276,0,0.0017455941546759002
0.0,-0.942416640284816,-1.2283845372799884,-0.8646552081126646,-0.7586585303437046,-0.8482797617247858,0.0,0.0,0.0,-0.4173035980128851,-1.0237079543118237,1.881278459429108,-1.0708539498464642,-1.2700147376003803,-0.9169012840005024,-0.8719092096988579,0.0,0.0,3.655429490793765,-0.7044247744842338,3.2933162437593237,1.8820354513672164,-1.0695170718607276,1,-0.02164567352503466
